t_start,t_end,t_decision,label,score,alarm,dominant,domain,csec_corr,csec_unc,|r_bal|,|r_aux|,|r_cool|,|r_ups|,|r_qp|,|r_pv|,|r_reg|,e_rec,e_fc
133.60,134.87,134.88,0,-1.02433,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.597,1.232,0.4379,-0.5915
134.00,135.27,135.28,0,-1.38513,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.952,2.645,2.395,41.49
134.40,135.67,135.68,0,-1.50527,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.674,3.075,-0.78,-0.6293
134.80,136.07,136.08,0,-1.75893,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.174,2.294,-1.411,-0.6142
135.20,136.47,136.48,0,-0.85910,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.1342,1.396,3.369,27.95
135.60,136.87,136.88,0,-1.60422,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-1.075,0.1109,-0.953,0.05584
136.00,137.27,137.28,0,-1.62062,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.206,0.01508,-1.182,-0.8557
136.40,137.67,137.68,0,-1.65445,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.4731,0.3025,1.397,38.02
136.80,138.07,138.08,0,-0.99834,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.201,0.004125,0.6248,0.4878
137.20,138.47,138.48,0,-1.08163,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.468,-0.261,0.08966,-0.8241
137.60,138.87,138.88,0,-0.94271,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.352,-0.3156,3.109,39.81
138.00,139.27,139.28,0,-1.11507,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,5.38,-0.2211,-0.2934,-0.2882
138.40,139.67,139.68,0,-0.97660,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.921,1.325,0.4522,-0.5699
138.80,140.07,140.08,0,-1.12450,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.625,3.514,3.059,35.21
139.20,140.47,140.48,0,-1.52233,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.529,4.543,-0.2717,-0.09726
139.60,140.87,140.88,0,-1.56904,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.197,4.505,-0.4328,-0.8233
140.00,141.27,141.28,0,-1.80363,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.21,4.958,2.013,43.3
140.40,141.67,141.68,0,-1.35625,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.547,4.369,0.2155,0.2294
140.80,142.07,142.08,0,-1.38987,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.318,3.124,-0.2723,-0.6502
141.20,142.47,142.48,0,-0.05170,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.756,1.397,5.362,27.93
141.60,142.87,142.88,0,-1.35821,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.481,-0.1515,-0.7857,-0.1038
142.00,143.27,143.28,0,-1.46421,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.929,-0.04496,-0.9603,-0.8266
142.40,143.67,143.68,0,-1.32700,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.6588,0.09727,2.017,33.63
142.80,144.07,144.08,0,-1.21431,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.6208,-0.1055,-0.02482,-0.1392
143.20,144.47,144.48,0,-1.45586,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.367,-0.18,-0.8889,-0.6963
143.60,144.87,144.88,0,-1.18294,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.519,0.1518,2.47,36.76
144.00,145.27,145.28,0,-0.89104,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.007,0.4348,0.8084,0.2138
144.40,145.67,145.68,0,-1.06999,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.092,1.519,0.2844,-0.8155
144.80,146.07,146.08,0,-0.84476,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,5.062,3.109,3.639,34.88
145.20,146.47,146.48,0,-1.43182,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,5.132,3.244,-0.5525,-0.2626
145.60,146.87,146.88,0,-1.36279,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.114,3.371,-0.2337,-0.6627
146.00,147.27,147.28,0,-2.14624,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.529,3.132,0.6585,44.21
146.40,147.67,147.68,0,-1.64427,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.658,2.978,-0.8303,0.05818
146.80,148.07,148.08,0,-1.67328,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.242,2.129,-1.09,-0.7441
147.20,148.47,148.48,0,0.14732,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.689,1.252,6.093,26.9
147.60,148.87,148.88,0,-0.99634,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.425,-0.02753,0.4654,0.1738
148.00,149.27,149.28,0,-1.05253,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.604,-0.09227,0.08966,-0.7138
148.40,149.67,149.68,0,-1.09848,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.222,0.07455,2.392,34.94
148.80,150.07,150.08,0,-1.17636,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.614,-0.1846,-0.2753,-0.3291
149.20,150.47,150.48,0,-1.50063,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.155,-0.09608,-1.082,-0.494
149.60,150.87,150.88,0,-1.98264,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.811,0.06053,0.546,41.21
150.00,151.27,151.28,0,-1.38076,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.4665,0.2561,-0.4484,-0.2717
150.40,151.67,151.68,0,-1.62681,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.3172,0.06786,-1.24,-0.7242
150.80,152.07,152.08,0,-0.57402,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.319,0.188,4.162,32.69
151.20,152.47,152.48,0,-0.60877,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.461,-0.07463,1.618,0.1596
151.60,152.87,152.88,0,-0.73904,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.516,-0.1454,0.9191,-0.737
152.00,153.27,153.28,0,-0.74475,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,5.375,-0.006166,3.304,34.84
152.40,153.67,153.68,0,-1.17080,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.621,-0.2702,-0.3794,-0.2053
152.80,154.07,154.08,0,-1.30892,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.712,0.3056,-0.4997,-0.6284
153.20,154.47,154.48,0,-0.92087,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.8737,1.927,3.366,30.74
153.60,154.87,154.88,0,-1.46302,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.3545,2.775,-0.1833,-0.02877
154.00,155.27,155.28,0,-1.72028,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.4944,1.996,-1.169,-0.6862
154.40,155.67,155.68,0,-1.10460,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.432,0.9358,3.011,37.23
154.80,156.07,156.08,0,-0.58788,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.679,-0.162,1.652,0.3441
155.20,156.47,156.48,0,-0.88159,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.374,-0.4463,0.4603,-0.5614
155.60,156.87,156.88,0,-0.48611,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,5.227,-0.161,3.841,31.55
156.00,157.27,157.28,0,-1.42511,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.447,-0.2206,-1.116,-0.2011
156.40,157.67,157.68,0,-1.58418,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.155,-0.2766,-1.385,-0.7358
156.80,158.07,158.08,0,-0.72157,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.4452,0.1026,3.561,29.26
157.20,158.47,158.48,0,-1.17384,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.4126,-0.2771,0.09459,-0.03695
157.60,158.87,158.88,0,-1.24392,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.69,-0.1003,-0.2678,-0.6387
158.00,159.27,159.28,0,-0.93969,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.281,0.08966,3.149,37.41
158.40,159.67,159.68,0,-1.03658,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.149,-0.09357,0.1369,0.1603
158.80,160.07,160.08,0,-0.98988,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.697,-0.4484,0.0959,-0.5878
159.20,160.47,160.48,0,-0.46712,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.706,-0.00703,3.784,28.64
159.60,160.87,160.88,0,-1.39441,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.861,-0.3126,-0.9787,-0.252
160.00,161.27,161.28,0,-1.45768,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.589,-0.2679,-1.04,-0.572
160.40,161.67,161.68,0,-0.79682,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.553,-0.04993,3.59,35.15
160.80,162.07,162.08,0,-1.25594,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.587,-0.3228,-0.2918,-0.01576
161.20,162.47,162.48,0,-1.21604,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.432,-0.403,-0.3307,-0.7163
161.60,162.87,162.88,0,-0.65969,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.405,-0.1467,3.549,31.87
162.00,163.27,163.28,0,-0.63480,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.233,-0.4874,1.277,0.389
162.40,163.67,163.68,0,-0.70577,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,5.305,-0.4525,0.8755,-0.6827
162.80,164.07,164.08,0,-0.32651,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,5.76,-0.08606,4.093,28.92
163.20,164.47,164.48,0,-1.33099,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.854,-0.2075,-0.8905,-0.4162
163.60,164.87,164.88,0,-1.55547,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.343,-0.146,-1.283,-0.5681
164.00,165.27,165.28,0,-2.09027,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.06614,-0.2668,0.3043,42.09
164.40,165.67,165.68,0,-1.57197,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.5849,-0.3767,-0.9697,0.5568
164.80,166.07,166.08,0,-1.62890,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.8097,-0.7083,-1.274,-0.8026
165.20,166.47,166.48,0,-0.08639,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.06815,-0.4622,5.236,26.8
165.60,166.87,166.88,0,-0.77036,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.019,-0.4693,1.223,0.2288
166.00,167.27,167.28,0,-0.89889,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.292,-0.2753,0.5524,-0.71
166.40,167.67,167.68,0,-0.96511,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.657,0.2764,2.736,34.27
166.80,168.07,168.08,0,-1.46727,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.131,-0.03104,-1.164,-0.09926
167.20,168.47,168.48,0,-1.56728,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.644,-0.4744,-1.322,-0.8472
167.60,168.87,168.88,0,-0.25813,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.5103,-0.316,4.657,24.56
168.00,169.27,169.28,0,-1.49627,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.9668,-0.3907,-0.7688,-0.411
168.40,169.67,169.68,0,-1.59425,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.221,-0.3512,-1.163,-0.7361
168.80,170.07,170.08,0,-1.44487,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.027,-0.1808,1.635,34.61
169.20,170.47,170.48,0,-1.31470,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.689,-0.3825,-0.4615,0.4187
169.60,170.87,170.88,0,-1.31136,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.539,-0.7274,-0.7037,-0.8869
170.00,171.27,171.28,0,-0.08801,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.986,-0.4219,4.961,27.51
170.40,171.67,171.68,0,-1.45043,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.573,-0.621,-1.069,-0.3573
170.80,172.07,172.08,0,-1.45742,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.477,-0.5458,-0.9856,-0.8332
171.20,172.47,172.48,0,-0.08749,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.2254,-0.1942,5.163,25.31
171.60,172.87,172.88,0,-1.41612,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.118,-0.4997,-0.5907,0.3531
172.00,173.27,173.28,0,-1.48225,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.6353,-0.6382,-0.9837,-0.836
172.40,173.67,173.68,0,-0.80388,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.583,-0.3594,3.365,33.12
172.80,174.07,174.08,0,-1.15162,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.381,-0.5092,-0.01263,1.281
173.20,174.47,174.48,0,-1.31952,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.789,-0.351,-0.6802,-0.8283
173.60,174.87,174.88,0,0.72281,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.497,0.02736,7.251,24.93
174.00,175.27,175.28,0,-1.45767,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.392,-0.1243,-1.08,-0.2488
174.40,175.67,175.68,0,-1.56576,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.221,-0.1378,-1.301,-0.5978
174.80,176.07,176.08,0,-0.78937,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.216,0.3236,3.35,29.79
175.20,176.47,176.48,0,-1.14972,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.855,0.1101,0.2008,0.09182
175.60,176.87,176.88,0,-1.30840,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.895,0.01659,-0.4775,-0.8537
176.00,177.27,177.28,0,-1.24747,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.695,0.2505,2.205,35.75
176.40,177.67,177.68,0,-1.08780,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.207,-0.3036,0.07872,0.5979
176.80,178.07,178.08,0,-1.12770,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.641,-0.6423,-0.2568,-0.8647
