t_start,t_end,t_decision,label,score,alarm,dominant,domain,csec_corr,csec_unc,|r_bal|,|r_aux|,|r_cool|,|r_ups|,|r_qp|,|r_pv|,|r_reg|,e_rec,e_fc
2.00,3.27,3.28,0,0.87339,1,e_rec,cross-domain,0.6455,0.0000,-6.243,-2.772,-4.378,0,-8.793,33.72,50,31.18,50
2.40,3.67,3.68,0,-1.74269,0,e_rec,cross-domain,0.4611,0.0000,-6.243,-2.772,-4.378,0,-8.793,29,48.32,19,48.9
2.80,4.07,4.08,0,11.43009,1,e_rec,cross-domain,0.1537,0.0000,-6.243,-2.772,-4.378,0,-8.793,18.38,47.14,50,16.95
3.20,4.47,4.48,0,-3.24314,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,8.336,50,6.026,48.97
3.60,4.87,4.88,0,6.47606,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.571,44.57,32.54,13.5
4.00,5.27,5.28,0,6.05601,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.323,47.63,31.3,6.603
4.40,5.67,5.68,0,-1.75033,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.932,41.78,9.168,46.69
4.80,6.07,6.08,0,-0.85933,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,7.569,37.87,7.666,1.555
5.20,6.47,6.48,0,-1.13501,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,6.629,28.7,5.049,-0.3786
5.60,6.87,6.88,0,-2.29827,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.111,18.83,3.183,46.35
6.00,7.27,7.28,0,-2.30927,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.943,14.29,-0.6547,0.6247
6.40,7.67,7.68,0,-1.81315,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.695,6.11,-0.7748,-0.4135
6.80,8.07,8.08,0,-0.12165,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.958,0.622,6.112,42.6
7.20,8.47,8.48,0,-1.45773,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.16,1.445,-0.7743,-0.5531
7.60,8.87,8.88,0,-1.17770,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.169,1.024,-0.08105,0.08436
8.00,9.27,9.28,0,-0.24780,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.587,0.8706,6.111,50
8.40,9.67,9.68,0,-1.49265,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.518,0.02619,-1.172,-0.2615
8.80,10.07,10.08,0,-1.37677,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.084,-0.333,-0.656,0.8097
9.20,10.47,10.48,0,-0.41168,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.207,-0.1772,5.908,50
9.60,10.87,10.88,0,-1.71154,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.5163,0.6699,-1.284,-0.694
10.00,11.27,11.28,0,-1.28698,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.09813,0.1397,-0.02716,1.453
10.40,11.67,11.68,0,-0.01638,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.161,0.2382,6.959,50
10.80,12.07,12.08,0,-1.15618,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.196,0.6113,-0.03617,-0.6363
11.20,12.47,12.48,0,-0.98476,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.671,0.1337,0.353,1.241
11.60,12.87,12.88,0,0.14557,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.796,0.3088,7.164,50
12.00,13.27,13.28,0,-1.34178,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.207,0.7018,-0.6779,-0.4457
12.40,13.67,13.68,0,-1.30575,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.386,0.2892,-0.5028,0.3255
12.80,14.07,14.08,0,-0.16022,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.95,0.003432,6.504,50
13.20,14.47,14.48,0,-1.57716,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.085,0.3183,-1.124,-0.6557
13.60,14.87,14.88,0,-1.48932,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.4449,-0.1543,-0.7544,1.127
14.00,15.27,15.28,0,-0.84767,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.4734,0.0494,4.609,50
14.40,15.67,15.68,0,-1.21107,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.7932,0.8523,0.1291,-0.4309
14.80,16.07,16.08,0,-1.18404,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.164,0.3297,0.166,0.9726
15.20,16.47,16.48,0,0.01718,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.236,0.1907,6.944,48.59
15.60,16.87,16.88,0,-1.28484,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.965,1.264,-0.2763,-0.6937
16.00,17.27,17.28,0,-1.01182,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.961,0.2329,0.2863,0.03284
16.40,17.67,17.68,0,-0.97391,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.205,0.09586,3.931,50
16.80,18.07,18.08,0,-0.99897,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.132,0.2479,0.5285,-0.0385
17.20,18.47,18.48,0,-1.52297,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.4423,0.4232,-0.7952,0.3974
17.60,18.87,18.88,0,-0.49103,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.5494,0.5188,5.656,48.43
18.00,19.27,19.28,0,-1.33804,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.487,1.757,-0.1758,-0.692
18.40,19.67,19.68,0,-1.16862,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.149,0.3756,-0.08858,-0.2769
18.80,20.07,20.08,0,-0.99091,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.566,0.1996,3.859,50
19.20,20.47,20.48,0,-1.38815,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.537,0.1086,-0.7369,-0.3481
19.60,20.87,20.88,0,-1.45753,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.5511,-0.1884,-0.7359,0.2816
20.00,21.27,21.28,0,-0.54850,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.9151,-0.02,5.653,50
20.40,21.67,21.68,0,-1.49417,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.7764,0.6381,-0.5716,-0.196
20.80,22.07,22.08,0,-1.49465,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.07706,-0.01838,-0.799,-0.2556
21.20,22.47,22.48,0,-0.52361,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.4015,0.05863,5.595,50
21.60,22.87,22.88,0,-1.56675,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.4962,0.4722,-0.9518,-0.007478
22.00,23.27,23.28,0,-1.44821,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.7463,-0.0375,-0.7454,-0.3603
22.40,23.67,23.68,0,-1.30002,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.7359,-0.0001484,3.209,50
22.80,24.07,24.08,0,-1.11530,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.5812,1.008,0.5519,0.7316
23.20,24.47,24.48,0,-1.51295,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.5461,1.526,-0.4531,0.2441
23.60,24.87,24.88,0,-1.69150,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-1.148,1.837,2.111,43.04
24.00,25.27,25.28,0,-1.40592,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.7455,3.398,0.2686,0.5014
24.40,25.67,25.68,0,-1.69653,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.3619,2.654,-0.8158,0.1609
24.80,26.07,26.08,0,-0.94996,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.9591,2.343,4.51,47.45
25.20,26.47,26.48,0,-1.35352,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.615,3.086,0.1067,0.581
25.60,26.87,26.88,0,-1.15031,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.407,1.439,0.1543,-0.09351
26.00,27.27,27.28,0,-0.95072,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.622,1.053,4.05,48.74
26.40,27.67,27.68,0,-1.17168,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.617,1.238,0.2032,0.8127
26.80,28.07,28.08,0,-1.47570,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.3539,1.479,-0.4444,0.3388
27.20,28.47,28.48,0,-1.28765,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.953,2.134,3.767,48.88
27.60,28.87,28.88,0,-1.07287,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.8097,3.681,1.415,1.689
28.00,29.27,29.28,0,-1.54118,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.9324,3.547,-0.07914,0.6439
28.40,29.67,29.68,0,-1.62517,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-1.266,3.718,2.885,45.94
28.80,30.07,30.08,0,-1.50247,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.8508,4.647,0.31,1.663
29.20,30.47,30.48,0,-1.32705,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.231,2.591,0.08766,-0.09511
29.60,30.87,30.88,0,-1.22802,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.838,1.543,3.252,46.65
30.00,31.27,31.28,0,-1.53741,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.781,1.114,-0.9215,1.082
30.40,31.67,31.68,0,-1.63179,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.8507,0.4011,-1.242,-0.5896
30.80,32.07,32.08,0,-1.49660,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.6675,0.6518,2.9,50
31.20,32.47,32.48,0,-0.91900,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-1.045,0.9847,1.45,2.585
31.60,32.87,32.88,0,-1.50326,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.9061,1.818,-0.3241,0.2922
32.00,33.27,33.28,0,-1.22904,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.5764,2.097,3.766,47.04
32.40,33.67,33.68,0,-0.80565,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.2176,4.032,2.3,3.538
32.80,34.07,34.08,0,-1.27052,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.945,3.461,0.3623,0.1617
33.20,34.47,34.48,0,-0.79241,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.281,3.605,4.933,46.98
33.60,34.87,34.88,0,-1.80069,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.951,4.199,-1.129,1.26
34.00,35.27,35.28,0,-1.74901,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.44,2.084,-1.325,-0.4117
34.40,35.67,35.68,0,-1.07801,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.1879,1.224,4.154,49.72
34.80,36.07,36.08,0,-1.66410,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.03004,0.639,-1.072,1.268
35.20,36.47,36.48,0,-1.58290,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.2456,0.05122,-1.094,-0.6001
35.60,36.87,36.88,0,-1.15714,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.7202,0.3369,3.705,50
36.00,37.27,37.28,0,-1.65200,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.5562,0.7167,-1.113,0.7867
36.40,37.67,37.68,0,-1.60525,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.5119,0.2342,-1.155,-0.5815
36.80,38.07,38.08,0,-1.03205,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.315,0.2023,4.101,50
37.20,38.47,38.48,0,-1.58356,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.08736,0.5549,-0.8905,0.714
37.60,38.87,38.88,0,-1.63267,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.2,0.1186,-1.237,-0.7621
38.00,39.27,39.28,0,-1.45264,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.08277,-0.03435,2.816,50
38.40,39.67,39.68,0,-0.99699,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.2281,0.5128,0.999,2.837
38.80,40.07,40.08,0,-1.47276,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.1113,0.2883,-0.6579,0.03512
39.20,40.47,40.48,0,-0.84594,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.007,0.142,4.193,44.54
39.60,40.87,40.88,0,-1.18188,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.767,1.482,0.3939,1.951
40.00,41.27,41.28,0,-1.35424,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.53,1.178,-0.4138,-0.1326
40.40,41.67,41.68,0,-0.94598,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.003,1.404,4.12,47.56
40.80,42.07,42.08,0,-1.58374,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.456,2.283,-0.8259,0.7113
41.20,42.47,42.48,0,-1.61548,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.817,0.9437,-1.179,-0.3304
41.60,42.87,42.88,0,-1.11191,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.6611,0.908,3.958,50
42.00,43.27,43.28,0,-1.54349,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.1111,1.119,-0.5849,1.856
42.40,43.67,43.68,0,-1.46895,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.05212,0.6986,-0.5538,0.14
42.80,44.07,44.08,0,-1.04367,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.8556,0.4714,3.709,44.99
43.20,44.47,44.48,0,-1.11021,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.983,1.009,0.4373,1.127
43.60,44.87,44.88,0,-1.12846,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.607,0.2662,-0.07802,-0.8213
44.00,45.27,45.28,0,-0.49144,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.654,0.2687,5.254,50
44.40,45.67,45.68,0,-1.18806,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.985,0.6482,-0.09648,1.051
44.80,46.07,46.08,0,-1.44629,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.476,0.729,-0.6387,0.1547
45.20,46.47,46.48,0,-1.40057,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.639,1.15,3.075,47.04
45.60,46.87,46.88,0,-1.73956,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-1.045,2.409,-0.9263,0.007664
46.00,47.27,47.28,0,-1.62492,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.1629,0.9684,-1.051,-0.8182
46.40,47.67,47.68,0,-1.23579,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.154,0.4396,3.439,50
46.80,48.07,48.08,0,-1.25186,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.386,0.08987,-0.06654,1.585
47.20,48.47,48.48,0,-1.42164,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.714,-0.232,-0.8206,-0.493
47.60,48.87,48.88,0,-0.78568,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.087,-0.1265,4.581,50
48.00,49.27,49.28,0,-1.28837,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.064,0.9416,-0.08866,1.593
48.40,49.67,49.68,0,-1.63271,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.9057,0.3763,-1.232,-0.2494
48.80,50.07,50.08,0,-1.39368,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.1847,0.5512,2.895,46.54
49.20,50.47,50.48,0,-1.62460,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.3797,0.6559,-0.8964,1.373
49.60,50.87,50.88,0,-1.57951,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.4279,0.04064,-1.108,-0.6171
50.00,51.27,51.28,0,-1.31547,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.361,-0.09922,3.073,50
50.40,51.67,51.68,0,-1.46955,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.589,0.365,-0.7256,1.1
50.80,52.07,52.08,0,-1.46444,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.744,0.0667,-0.917,-0.8002
51.20,52.47,52.48,0,-1.57165,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.961,0.1887,2.289,50
51.60,52.87,52.88,0,-1.50916,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.901,0.6076,-0.8968,0.1874
52.00,53.27,53.28,0,-1.48112,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.346,0.1643,-0.8622,-0.2038
52.40,53.67,53.68,0,-1.35148,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.8822,0.1114,3.059,50
52.80,54.07,54.08,0,-1.65150,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.5092,0.5421,-1.149,0.6526
53.20,54.47,54.48,0,-1.69992,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.01719,0.03504,-1.408,-0.3659
53.60,54.87,54.88,0,-1.22967,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.6577,0.1036,3.597,50
54.00,55.27,55.28,0,-1.50642,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.64,0.5493,-0.5708,0.812
54.40,55.67,55.68,0,-1.38930,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.6288,-0.1492,-0.6135,-0.8965
54.80,56.07,56.08,0,-1.61229,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.738,-0.5327,2.054,50
55.20,56.47,56.48,0,-1.48507,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.848,0.04953,-0.8838,0.7862
55.60,56.87,56.88,0,-1.51589,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.035,-0.2721,-1.016,-0.2145
56.00,57.27,57.28,0,-1.09463,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.1332,-0.1523,3.865,50
56.40,57.67,57.68,0,-1.64347,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.1291,0.4362,-1.116,0.4551
56.80,58.07,58.08,0,-1.62764,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.2109,-0.03927,-1.25,-0.709
57.20,58.47,58.48,0,-1.26810,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.7678,0.03499,3.308,50
57.60,58.87,58.88,0,-1.33103,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.212,0.2221,-0.3083,0.888
58.00,59.27,59.28,0,-1.28921,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.335,-0.1926,-0.5018,-0.7464
58.40,59.67,59.68,0,-0.85696,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.155,-0.07146,4.257,50
58.80,60.07,60.08,0,13.51933,1,e_rec,cross-domain,0.0547,0.0000,-6.243,-2.772,-4.378,50,-8.793,11.05,10.53,50,50
59.20,60.47,60.48,0,11.45444,1,e_rec,cross-domain,0.3672,0.0000,-6.243,-2.772,-4.378,50,-8.793,50,26.51,50,50
59.60,60.87,60.88,0,8.30362,1,e_rec,cross-domain,0.6797,0.0000,-6.243,-2.772,-4.378,50,-8.793,50,36.72,50,50
60.00,61.27,61.28,0,4.95759,1,e_rec,cross-domain,0.9922,0.0000,-6.243,-2.772,-4.378,50,-8.793,50,50,50,50
60.40,61.67,61.68,0,4.89509,1,e_rec,cross-domain,1.0000,0.0000,-6.243,-2.772,-4.378,50,-8.793,50,50,50,50
60.80,62.07,62.08,0,5.84759,1,e_rec,cross-domain,1.0000,0.0000,-6.243,-2.772,-4.378,50,-8.793,50,41.41,50,32.46
61.20,62.47,62.48,0,5.01300,1,e_rec,cross-domain,1.0000,0.0000,-6.243,-2.772,-4.378,50,-8.793,50,48.15,50,50
61.60,62.87,62.88,0,4.94626,1,e_rec,cross-domain,1.0000,0.0000,-6.243,-2.772,-4.378,50,-8.793,50,50,50,47.78
62.00,63.27,63.28,0,4.89509,1,e_rec,cross-domain,1.0000,0.0000,-6.243,-2.772,-4.378,50,-8.793,50,50,50,50
62.40,63.67,63.68,0,4.89509,1,e_rec,cross-domain,1.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,50,50,50,50
62.80,64.07,64.08,0,-5.47392,0,e_rec,cross-domain,1.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,50,25.77,14.14,50
63.20,64.47,64.48,0,6.88350,1,e_rec,cross-domain,1.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,50,18.8,50,50
63.60,64.87,64.88,0,8.22957,1,e_rec,cross-domain,1.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,50,10.36,50,14.97
64.00,65.27,65.28,0,8.53556,1,e_rec,cross-domain,1.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,50,6.571,50,12.19
64.40,65.67,65.68,0,-3.37516,0,|r_qp|,cross-domain,0.7719,0.0000,-6.243,-2.772,-4.378,0,-8.793,50,6.513,9.436,23.68
64.80,66.07,66.08,0,4.19408,1,e_rec,cross-domain,0.7094,0.0000,-6.243,-2.772,-4.378,0,-8.793,45.32,9.349,31.03,12.77
65.20,66.47,66.48,0,-5.88424,0,|r_qp|,cross-domain,0.5906,0.0000,-6.243,-2.772,-4.378,0,-8.793,25.77,9.513,-0.2031,9.025
65.60,66.87,66.88,0,-3.72581,0,|r_qp|,cross-domain,0.4500,0.0000,-6.243,-2.772,-4.378,0,-8.793,17.24,7.482,3.847,14.35
66.00,67.27,67.28,0,-3.20049,0,|r_qp|,cross-domain,0.2438,0.0000,-6.243,-2.772,-4.378,0,-8.793,9.466,5.591,0.9634,14.22
66.40,67.67,67.68,0,-1.74370,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.287,6.815,-0.02498,4.763
66.80,68.07,68.08,-1,13.57340,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.735,11.09,50,50
67.20,68.47,68.48,1,14.13044,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,9.102,15.59,50,25.34
67.60,68.87,68.88,1,14.31624,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,19.25,15.44,48.29,9.502
