t,Va_pu,Vb_pu,Vc_pu,P_meas_MW,P_total_MW,Q_total_Mvar,P_it_MW,P_cool_MW,P_aux_MW,ups_state,soc,vdc_pu,P_batt_MW,cool_stall,P_ai_pu,P_it_served_MW
241.78,0.952709991243918,0.952709991161644,0.952709991276956,68.3363560962302,68.3363560962302,26.0915585849056,8.8342975299613,36.8882659369407,22.6137926293282,0,1,0.999890623718972,0,0,0.0647738197806023,9.23026931873583
241.79,0.952606112579226,0.95260611249492,0.952606112611063,66.6534103330031,66.6534103330031,25.5374325607178,7.16209401828447,36.8825341023102,22.6087822124084,0,1,1.00022511623667,0,0,0.042784749195014,6.0968267602895
241.8,0.952528346023291,0.952528345940534,0.952528346055584,67.6847350139952,67.6847350139952,25.8756810355067,8.20130144035941,36.8782138322204,22.6052197414153,0,1,0.99994954153959,0,0,0.0690163034877299,9.83482324700151
241.81,0.952438830261122,0.952438830178781,0.952438830293767,66.0315137618581,66.0315137618581,25.3314445523044,6.55739792246281,36.8731934063488,22.6009224330465,0,1,1.00027429670049,0,0,0.0435298354605095,6.20300155312261
241.82,0.952366905468096,0.952366905386268,0.95236690550125,67.0335547239443,67.0335547239443,25.6601111596116,7.56683319799776,36.8691291570525,22.5975923688941,0,1,1.00004088611199,0,0,0.0458555537671446,6.53441641181811
241.83,0.952292729851981,0.952292729771121,0.952292729886537,68.1116984157309,68.1116984157309,26.0137685386163,8.65266960354892,36.8649270391033,22.5941017730787,0,1,0.999828382671171,0,0,0.0620411353939966,8.84086179364452
241.84,0.952182414744323,0.952182414662274,0.952182414777603,68.7334920669905,68.7334920669905,26.2171221655077,9.28586960675094,36.8588858364459,22.5887366237936,0,1,0.999782362994245,0,0,0.0630904866729662,8.99039435089769
241.85,0.952091681591674,0.952091681508377,0.952091681624172,67.1677736693061,67.1677736693061,25.7016332928132,7.72966147138431,36.8537851389237,22.5843270589981,0,1,1.0001153288159,0,0,0.0459303555761051,6.54507566959497
241.86,0.952028984241117,0.952028984159826,0.952028984274875,67.0015731413863,67.0015731413863,25.6463878661373,7.57004501292926,36.8501382895335,22.5813898389235,0,1,1.00011239809041,0,0,0.0422569070800314,6.02160925890447
241.87,0.951950899015377,0.951950898933549,0.951950899048052,67.6694349544944,67.6694349544944,25.8651612488833,8.24596368212276,36.8457522839339,22.5777189884377,0,1,0.999963536169914,0,0,0.0474526687984914,6.76200530378503
241.88,0.951890980534497,0.951890980452253,0.951890980567296,65.1139674240824,65.1139674240824,25.0246247982823,5.69672362124599,36.8422458278268,22.5749979750096,0,1,1.00036635566396,0,0,0.0396519136842738,5.65039770000902
241.89,0.951812609370507,0.951812609288575,0.951812609403759,67.9029753910576,67.9029753910576,25.9405898450782,8.49373285452506,36.8378872850943,22.5713552514382,0,1,0.999820881542186,0,0,0.0501663476703793,7.14870454302904
241.9,0.951735462778918,0.951735462694101,0.951735462809282,68.0180804605329,68.0180804605329,25.9776787737988,8.61694804230674,36.8334874247273,22.5676449934989,0,1,0.999836135364734,0,0,0.0548901570525372,7.82184737998655
241.91,0.951671983993872,0.951671983911928,0.951671984026929,66.6089479814298,66.6089479814298,25.5138843981651,7.21461408874152,36.8297387070035,22.5645951856847,0,1,1.00011932393878,0,0,0.0407291095962688,5.8038981174683
241.92,0.951610537682371,0.951610537601192,0.951610537715996,66.0385061322227,66.0385061322227,25.3257884593365,6.6504736042282,36.8261968182297,22.5618357097647,0,1,1.00014224063683,0,0,0.0509107964382075,7.25478849244458
241.93,0.951546469286456,0.951546469205334,0.951546469320265,66.1826081367283,66.1826081367283,25.3725212003321,6.80130540250612,36.8224705827422,22.55883215148,0,1,1.00010944781165,0,0,0.0374254884084772,5.333132098208
241.94,0.951491891264758,0.95149189118297,0.951491891297701,66.7555676554834,66.7555676554834,25.5603010266919,7.37988722635114,36.8192728228647,22.5564076062675,0,1,0.999929930881697,0,0,0.0624460218995675,8.89855812068836
241.95,0.951452079215401,0.951452079132712,0.951452079248006,67.9547567795989,67.9547567795989,25.9540140584126,8.58364288649111,36.8166730250948,22.554440868013,0,1,0.999770611651541,0,0,0.0642417284161449,9.15444629930065
241.96,0.951395551919963,0.951395551839122,0.951395551953885,66.5544035288835,66.5544035288835,25.4931601015593,7.18943391624461,36.8132503749242,22.5517192377147,0,1,1.00005723636413,0,0,0.0592596182295668,8.44449559771327
241.97,0.951332817118152,0.951332817036347,0.951332817151337,67.7946011222117,67.7946011222117,25.9001626253957,8.43645673219506,36.8095233168279,22.5486210731888,0,1,0.999897313723542,0,0,0.0420811346467329,5.99656168715943
241.98,0.951301332349325,0.95130133226801,0.951301332382672,66.8347807501996,66.8347807501996,25.5843213806441,7.48017768724422,36.8073905277399,22.5472125352154,0,1,1.00002294264059,0,0,0.0594535035182762,8.47212425135436
241.99,0.951251220490186,0.951251220407334,0.951251220522632,67.9712241477306,67.9712241477306,25.9573287178491,8.62215995266324,36.8043016715439,22.5447625235234,0,1,0.999852253163912,0,0,0.0591164559850056,8.42409497786329
